Lower-middle-income countries,,1990,11.994043
Lower-middle-income countries,,1991,11.712127
Lower-middle-income countries,,1992,11.451601
Lower-middle-income countries,,1993,11.210153
Lower-middle-income countries,,1994,10.98443
Lower-middle-income countries,,1995,10.747474
Lower-middle-income countries,,1996,10.493343
Lower-middle-income countries,,1997,10.211586
Lower-middle-income countries,,1998,9.918276
Lower-middle-income countries,,1999,9.598774
Lower-middle-income countries,,2000,9.280966
Lower-middle-income countries,,2001,8.95323
Lower-middle-income countries,,2002,8.627813
Lower-middle-income countries,,2003,8.311066
Lower-middle-income countries,,2004,8.051492
Lower-middle-income countries,,2005,7.7046685
Lower-middle-income countries,,2006,7.4158845
Lower-middle-income countries,,2007,7.1323547
Lower-middle-income countries,,2008,6.900637
Lower-middle-income countries,,2009,6.60363
Lower-middle-income countries,,2010,6.373421
Lower-middle-income countries,,2011,6.1196623
Lower-middle-income countries,,2012,5.887856
Lower-middle-income countries,,2013,5.6685896
Lower-middle-income countries,,2014,5.4669447
Lower-middle-income countries,,2015,5.282653
Lower-middle-income countries,,2016,5.1134605
Lower-middle-income countries,,2017,4.9536304
Lower-middle-income countries,,2018,4.7926335
Lower-middle-income countries,,2019,4.6482167
Lower-middle-income countries,,2020,4.5076694
Lower-middle-income countries,,2021,4.3651476
